name,idf,imdb_score,crit_score,genres,release,country,language,director,actors,summ
Little Dixie 2023,https://www.imdb.com/title/tt13614388,5.9,88,"['اکشن', 'جنایی', 'هیجان انگیز']",2023,['ایالات متحده'],['انگلیسی'],['John Swab'],"['Annabeth Gish', 'Eric Dane', 'Frank Grillo']",Doc یک آتش‌بس شکننده بین فرماندار و کارتل را تسهیل می‌کند و نرم‌افزار دادستانی را برای امور مالی مبادله می‌کند. بدون آتش بس دیگر، داک به حال خود رها می شود و از یک چیز بی آلایش زندگی خود محافظت می کند: دخترش، لیتل...
Living 2022,https://www.imdb.com/title/tt9051908,7.5,81,['درام'],2022,"['انگلستان', 'ژاپن']",['انگلیسی'],['Oliver Hermanus'],"['Aimee Lou Wood', 'Alex Sharp', 'Bill Nighy']",در لندن دهه 1950، یک کارمند دولتی بدون شوخ طبعی تصمیم می گیرد پس از دریافت یک تشخیص بد، از کار مرخصی بگیرد تا زندگی را تجربه کند.
Lobo Feroz 2023,https://www.imdb.com/title/tt14118246,6.9,88,"['ترسناک', 'درام', 'هیجان انگیز']",2023,"['آرژانتین', 'اروگوئه', 'اسپانیا']",['اسپانیایی'],['Gustavo Hernández'],"['Adriana Ugarte', 'Javier Gutiérrez', 'Luna Fulgencio']",کارآگاهی که در تعقیب یک مظنون به قاتل کودک بود، به دلیل این جنایت دستگیر شد، اما پس از یک خطای اداری آزاد شد. کارآگاه مادر کودک مقتول را برای اجرای عدالتی که سیستم حقوقی نمی تواند اجرا کند، استخدام می کند...
LOL 2012,https://www.imdb.com/title/tt1592873,4.4,,"['درام', 'عاشقانه', 'کمدی']",2012,['ایالات متحده'],"['انگلیسی', 'اوکراینی', 'فرانسوی']",['Lisa Azuelos'],"['Ashley Greene', 'Douglas Booth', 'Miley Cyrus']",با شروع سال جدید در مدرسه ، قلب لولا توسط دوست پسرش شکسته می شود ، اگرچه او به زودی از بهترین دوست خود ، نوازنده امیدوار ، کایل ، که احساسات خود را نسبت به او نشان می دهد ، غافلگیر می شود.
Lolita 1962,https://www.imdb.com/title/tt0056193,7.6,79,"['جنایی', 'درام', 'عاشقانه']",1962,"['انگلستان', 'ایالات متحده']","['اسپانیایی', 'انگلیسی', 'فرانسوی']",['Stanley Kubrick'],"['James Mason', 'Shelley Winters', 'Sue Lyon']",یک استاد کالج میانسال شیفته یک نمفت چهارده ساله می شود.
Lone Wolf 2021,https://www.imdb.com/title/tt10644372,6.3,,['درام'],2021,['استرالیا'],['انگلیسی'],['Jonathan Ogilvie'],"['Chris Bunton', 'Josh McConville', 'Tilda Cobham-Hervey']",این دقیقاً همان چیزی نیست که وزیر دادگستری می خواهد انجام دهد: تماشای یک جریان بی پایان فیلم ویدئویی. اما یک افسر پلیس سابق بسیار اصرار دارد. با هم ، همه این فیلم ها - از دوربین های مخفی ، ضربه زدن به تلفن ، جلسات اسکایپ
Long Story Short 2021,https://www.imdb.com/title/tt10896634,6.6,,"['عاشقانه', 'کمدی']",2021,['استرالیا'],[],['Josh Lawson'],"['Rafe Spall', 'Ronny Chieng', 'Zahra Newman']",تدی صبح بعد از عروسی خود از خواب بیدار می شود و متوجه می شود که هر چند دقیقه یکبار به سال بعد زندگی خود می رود.
Looks That Kill 2020,https://www.imdb.com/title/tt8179470,6.4,60,"['درام', 'عاشقانه', 'کمدی']",2020,['ایالات متحده'],['انگلیسی'],['Kellen Moore'],"['Annie Mumolo', 'Brandon Flynn', 'Tom Proctor']",داستان پسر نوجوانی که با فراز و نشیب های کشنده بودن جذاب سر و کار دارد.
Lootere 1993,https://www.imdb.com/title/tt0107440,5.1,,"['اکشن', 'عاشقانه', 'هیجان انگیز']",1993,['هند'],['هندی'],['Dharmesh Darshan'],"['Dinesh Anand', 'Juhi Chawla', 'Sunny Deol']",یک افسر پلیس وظیفه دارد از یک شاهد قتل محافظت کند.
Lorelei 2020,https://www.imdb.com/title/tt6461318,6.2,71,['درام'],2020,['ایالات متحده'],[],['Sabrina Doyle'],"['Jena Malone', 'Pablo Schreiber', 'Ryan Findley']",افسانه طبقه کارگر در مورد دوچرخه سوار ، پری دریایی و سه سایه آبی.
Loser 2000,https://www.imdb.com/title/tt0217630,5.3,35,"['عاشقانه', 'کمدی']",2000,['ایالات متحده'],['انگلیسی'],['Amy Heckerling'],"['Jason Biggs', 'Mena Suvari', 'Zak Orth']",یک دانشجوی کالج که توسط هم اتاقی‌هایش به عنوان یک بازنده شناخته می‌شود و از خوابگاه بیرون آمده است، عاشق مردی می‌شود که چشم به استاد مغمومشان دارد.
Lost Illusions 2021,https://www.imdb.com/title/tt10505316,7.6,81,"['درام', 'عاشقانه']",2021,"['بلژیک', 'فرانسه']",['فرانسوی'],['Xavier Giannoli'],"['Benjamin Voisin', 'Vincent Lacoste']",داستان ظهور و سقوط مرد جوانی در پاریس که آرزوی نویسنده شدن داشت و روزنامه نگار شد
Love  Other Drugs 2010,https://www.imdb.com/title/tt0758752,6.7,55,"['درام', 'عاشقانه', 'کمدی']",2010,['ایالات متحده'],['انگلیسی'],['Edward Zwick'],"['Anne Hathaway', 'Jake Gyllenhaal', 'Judy Greer']",در سال 1990 در پیتسبورگ ، یک فروشنده دارو با زن جوانی که از بیماری پارکینسون رنج می برد رابطه برقرار می کند.
Love Again 2023,https://www.imdb.com/title/tt10276482,6.0,33,"['درام', 'عاشقانه', 'کمدی']",2023,['ایالات متحده'],['انگلیسی'],['Jim Strouse'],"['Céline Dion', 'Priyanka Chopra Jonas', 'Sam Heughan']",زن جوانی با ارسال پیامک های عاشقانه به شماره تلفن همراه قدیمی نامزدش تلاش می کند تا از درد مرگ نامزدش بکاهد و با مردی که شماره دوباره به او اختصاص داده شده ارتباط برقرار می کند.
Love at First Sight 2023,https://www.imdb.com/title/tt13444014,7.8,88,"['درام', 'عاشقانه']",2023,"['انگلستان', 'ایالات متحده آمریکا']",['انگلیسی'],['Vanessa Caswill'],"['Ben Hardy', 'Dexter Fletcher', 'Haley Lu Richardson']",هدلی و الیور در پرواز از نیویورک به لندن شروع به عاشق شدن یکدیگر کردند. احتمال یافتن دوباره یکدیگر غیرممکن به نظر می رسد، اما عشق - و لندن - ممکن است راهی برای سرپیچی از شانس داشته باشند.
Love Gets a Room 2021,https://www.imdb.com/title/tt15444704,7.2,,"['درام', 'عاشقانه', 'موزیکال']",2021,['ایالات متحده'],[],[],[],
Love Is Love Is Love 2020,https://www.imdb.com/title/tt7686376,5.7,61,"['درام', 'عاشقانه', 'کمدی']",2020,['ایالات متحده'],['انگلیسی'],['Eleanor Coppola'],"['Justin Ashforth', 'Kathy Baker', 'Rosanna Arquette']",یک داستان بافته شده از سه داستان که عشق، تعهد و وفاداری بین زوج ها و دوستان را بررسی می کند.
Love Love Love 1989,https://www.imdb.com/title/tt0097784,4.8,88,"['درام', 'عاشقانه']",1989,['هندوستان'],['هندی'],['Babbar Subhash'],"['Aamir Khan', 'Gulshan Grover', 'Juhi Chawla']",آمیت، پسر یک راننده تاکسی، و ریما، دختر یک تاجر ثروتمند، عاشق هم می شوند. با این حال، پدر ریما می خواهد او را با ویکی، که پدرش بزرگترین گانگستر بمبئی است، ازدواج کند. عشق آنها چگونه پیروز خواهد شد؟
Love Reset 2023,https://www.imdb.com/title/tt29031019,7.7,88,"['عاشقانه', 'کمدی']",2023,['کره جنوبی'],['کره ای'],['Da-Jung Nam'],"['Hwang Se In', 'Jung So-min', 'Kang Ha-Neul']",با وجود مخالفت شدید خانواده، جونگ یول و نارا از طریق قدرت محض عشق موفق به ازدواج می شوند. اما دو سال به جلو، و آن دو پس از دریافت 30 روز طلاق توافقی دادگاه را ترک می کنند...
Love Simon 2018,https://www.imdb.com/title/tt5164432,7.6,72,"['درام', 'عاشقانه', 'کمدی']",2018,['ایالات متحده'],"['آلمانی', 'انگلیسی', 'فرانسوی']",['Greg Berlanti'],"['Jennifer Garner', 'Josh Duhamel', 'Nick Robinson']",سایمون اسپایر یک راز بزرگ را از خانواده ، دوستان و همه همکلاسی های خود پنهان می کند: او همجنسگرا است. وقتی این راز تهدید می شود ، سیمون باید با همه روبرو شود و با هویت خود کنار بیاید.
Love Streams 1984,https://www.imdb.com/title/tt0087644,7.7,88,['درام'],1984,['ایالات متحده'],"['اسپانیایی', 'انگلیسی', 'فرانسوی']",['John Cassavetes'],"['Diahnne Abbott', 'Gena Rowlands', 'John Cassavetes']",دو روح نزدیک به هم و از نظر عاطفی زخمی پس از سال ها دوری دوباره به هم می رسند.
Love Today 2022,https://www.imdb.com/title/tt22488728,8.1,,"['درام', 'عاشقانه', 'کمدی']",2022,['هند'],['تامیل'],['Pradeep Ranganathan'],"['Ivana', 'Pradeep Ranganathan', 'Yogi Babu']",دو عاشق جوان که مجبور می شوند تلفن هایشان را برای یک روز عوض کنند و به همین دلیل چه اتفاقی می افتد.
Love Upstream 2021,https://www.imdb.com/title/tt13887620,7.0,,['عاشقانه'],2021,['کانادا'],['انگلیسی'],['Bill Corcoran'],"['Jeff Teravainen', 'Kimberly-Sue Murray', 'Nadine Roden', 'Steve Lund']",شارلوت ، نویسنده ، دختر اهل شهر شیکاگو ، برای نوشتن کتاب جدید خود به صحرای مینه سوتا می رود. راهنمای او ، راب ، به مهارت های شارلوت شک می کند. با این حال ، آنها متوجه می شوند که مشترکات بیشتری نسبت به غیر مشترک دارند - و خود را عاشق می بینند.
Love Virtually 2023,https://www.imdb.com/title/tt13267256,5.6,88,[],2023,['ایالات متحده'],['انگلیسی'],['L.E. Staiman'],"['Adam Ray', 'Cheri Oteri', 'Stephen Tobolowsky']",چهار زوج تلاش می‌کنند تا عشق واقعی را در دنیای مجازی با رفتن به افراط‌های پوچ در دنیایی که متاورس معمولاً در آن استفاده می‌شود، پیدا کنند.
Lovers 2020,https://www.imdb.com/title/tt9800670,5.5,81,"['درام', 'هیجان انگیز']",2020,['فرانسه'],"['انگلیسی', 'فرانسوی']",['Nicole Garcia'],"['Pierre Niney', 'Stacy Martin']",داستان در پاریس اتفاق می‌افتد و داستان لیزا را دنبال می‌کند که در تعطیلات با همسرش، دوباره رابطه پرشور خود را با دوست پسر سابقش آغاز می‌کند. اما ممکن است منجر به قتل شود.
Loving Adults 2022,https://www.imdb.com/title/tt14592948,6.5,88,"['جنایی', 'درام', 'هیجان انگیز']",2022,['دانمارک'],['دانمارکی'],['Barbara Topsøe-Rothenborg'],"['Dar Salim', 'Sonja Richter', 'Sus Noreen Jondahl Wilkins']",زوجی را دنبال می‌کند که به نظر می‌رسد پس از اعلام سلامت پسرشان پس از یک بیماری طولانی‌مدت، زندگی کاملی دارند.
Luckiest Girl Alive 2022,https://www.imdb.com/title/tt4595186,6.4,88,"['درام', 'معمایی', 'هیجان انگیز']",2022,['ایالات متحده'],['انگلیسی'],['Mike Barker'],"['Jennifer Beals', 'Justine Lupe', 'Mila Kunis']",زنی در نیویورک که به نظر می رسد همه چیز را تحت کنترل دارد، با ضربه روحی روبرو می شود که زندگی او را به هم می ریزد.
Lucky 2020,https://www.imdb.com/title/tt11701774,5.0,75,"['ترسناک', 'درام', 'فانتزی']",2020,['ایالات متحده'],['انگلیسی'],['Natasha Kermani'],"['Brea Grant', 'Dhruv Uday Singh', 'Leith M. Burke']",یک زن حومه شهر می جنگد تا او را باور کنند، زیرا متوجه می شود که توسط یک شخصیت تهدیدآمیز که شب به شب به خانه اش باز می گردد تحت تعقیب قرار می گیرد. وقتی نمی تواند از اطرافیانش کمک بگیرد، مجبور می شود کار را به دست خودش بگیرد.
